,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
159,바게트K,"
4.3
",서울특별시 강남구 테헤란로34길 21-10,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/UFeL9KXKwjEs
160,야사이마끼 쿠이신보,"
4.3
",서울특별시 강남구 강남대로152길 62,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/XWfFT5ks4bCb
161,뽕나무쟁이,"
4.3
",서울특별시 강남구 역삼로65길 31 1F,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/mjR_ZoQd1e
162,파넬카페,"
4.3
",서울특별시 강남구 언주로164길 14 1-2F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/-Ya7Jq8QoY_n
163,우가,"
4.3
",서울특별시 강남구 도산대로49길 22 B1,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/WQH7I5qqgT
164,스쿠로,"
4.3
",서울특별시 강남구 도산대로17길 31 1F,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/ObDNYgbAYh_T
165,벽돌 Happy Food,"
4.3
",서울특별시 강남구 도산대로51길 36 1F,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/9UghoYBsLJss
166,쁠로13,"
4.3
",서울특별시 강남구 도산대로8길 13 1F,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/2ElNh7iYmW7P
167,스시인,"
4.3
",서울특별시 강남구 압구정로42길 49 3F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/2qaxcbiKhy1A
168,무오키,"
4.3
",서울특별시 강남구 학동로55길 12-12,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/7H6k17id_HSN
169,테일러커피,"
4.3
",서울특별시 강남구 강남대로160길 31 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/uiD1qcGYDC06
170,에빗,"
4.3
",서울특별시 강남구 도곡로23길 33,"
퓨전 양식
",4만원 이상,https://www.mangoplate.com//restaurants/_De8ifFLBDm1
171,야스노야지로,"
4.3
",서울특별시 강남구 논현로163길 13-5 1F,"
기타 일식
",만원-2만원,https://www.mangoplate.com//restaurants/rSBpfX7Kte_F
172,목포집,"
4.3
",서울특별시 강남구 강남대로152길 24,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/T7rJo-9tfM
173,백곰막걸리앤양조장,"
4.3
",서울특별시 강남구 압구정로48길 39,"
전통 주점 / 포차
",2만원-3만원,https://www.mangoplate.com//restaurants/EjLJK8Xn0oNN
174,리북집,"
4.3
",서울특별시 강남구 학동로2길 47,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/EbvI3yQuB2
175,치즈룸,"
4.3
",서울특별시 강남구 논현로 854 안다즈호텔 B1 112호,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/NgsGd9QAvtII
176,고갯마루집,"
4.3
",서울특별시 강남구 테헤란로28길 27,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/jvn2aG4heS
177,모노로그,"
4.3
",서울특별시 강남구 논현로149길 31,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/W8_I2MxVwlDV
178,이도곰탕,"
4.3
",서울특별시 강남구 논현로94길 29-5,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/Biu1lGmnzh
179,선데이버거클럽,"
4.3
",서울특별시 강남구 언주로170길 37 201호,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/7RC_kR4A9C9O
180,살루쪼,"
4.3
",서울특별시 강남구 봉은사로57길 6,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/ZBmPlG7aqSSv
181,세드라,"
4.3
",서울특별시 강남구 역삼로67길 15,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/sJWu_9yIcZhU
182,모퉁이우Ripe,"
4.3
",서울특별시 강남구 영동대로96길 26 9F,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/x8mnz9jMWz4g
183,효도치킨,"
4.3
",서울특별시 강남구 도산대로46길 21 한진로즈힐아파트상가 101동 120호,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/ymuxwTOC63Dy
184,스시타츠,"
4.3
",서울특별시 강남구 도산대로28길 18 청림빌딩 1F,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/1JymRSBVgV
185,땅코참숯구이,"
4.3
",서울특별시 강남구 도곡로7길 28,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/8Bfjdp4OgkUX
186,양식당더램키친,"
4.3
",서울특별시 강남구 압구정로8길 5,"
고기 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/4yFJkIDXrQ
187,갓포아키,"
4.3
",서울특별시 강남구 테헤란로 610  글래드코엑스센터 B2,"
이자카야 / 오뎅 / 꼬치
",4만원 이상,https://www.mangoplate.com//restaurants/8EGPzufM3i
188,몰타참치,"
4.3
",서울특별시 강남구 삼성로85길 26,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/XaSTBeV5Eu
189,탄광,"
4.3
",서울특별시 강남구 논현로149길 52,만원-2만원,주차공간없음 ,https://www.mangoplate.com//restaurants/rDoJzFxcDQZr
190,알고기,"
4.3
",서울특별시 강남구 선릉로162길 51,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/jTn0Nu_1Zo
191,고급오복수산,"
4.3
",서울특별시 강남구 논현로 854 B1,"
정통 일식 / 일반 일식
",2만원-3만원,https://www.mangoplate.com//restaurants/IMSca3mwKRMp
192,핀즈,"
4.3
",서울특별시 강남구 언주로168길 32 2F,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/Tp0aaXWTLtt9
193,강남진해장,"
4.3
",서울특별시 강남구 테헤란로5길 11,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/-39YxkOe8auF
194,양인환대,"
4.3
",서울특별시 강남구 강남대로42길 17,"
스테이크 / 바베큐
",2만원-3만원,https://www.mangoplate.com//restaurants/IJxA6CexwFwY
195,씨네드쉐프,"
4.3
",서울특별시 강남구 압구정로30길 45 CGV신관 B5,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/wDwl4g9c9Q
196,아이뽀유,"
4.3
",서울특별시 강남구 도산대로 153,"
베트남 음식
",2만원-3만원,https://www.mangoplate.com//restaurants/PxgQbZV7UzHb
197,와슈다이닝 슈토,"
4.3
",서울특별시 강남구 논현로134길 9,"
이자카야 / 오뎅 / 꼬치
",4만원 이상,https://www.mangoplate.com//restaurants/PsgSgblG4XdD
198,테라스룸,"
4.3
",서울특별시 강남구 선릉로152길 37 올리브빌딩 2F,"
퓨전 양식
",3만원-4만원,https://www.mangoplate.com//restaurants/OMLR2_1bR7Qw
199,함지곱창,"
4.3
",서울특별시 강남구 학동로2길 33,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Z1sk64-5wW
200,얌얌카츠,"
4.4
",서울특별시 강동구 천호옛14길 22,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/x-wh7Hgs9oQP
201,보타이,"
4.3
",서울특별시 강동구 풍성로 90 한스빌딩 1F,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/J7QQDI77g3YC
202,경양미식,"
4.3
",서울특별시 강동구 천호옛14길 23-4,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/P-B10eFaNbHX
203,등갈비달인,"
4.3
",서울특별시 강동구 천호대로158길 25 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/ceauoy6f7CPf
204,커피몽타주,"
4.2
",서울특별시 강동구 올림픽로48길 23-12 상지빌딩 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/BporjXQf3c
205,진미한우곱창,"
4.2
",서울특별시 강동구 천중로40길 50,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/PzI0ZmOKv54M
206,데카망 ,"
4.2
",서울특별시 강동구 천호옛14길 35,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/smLawavSJV0f
207,다람,"
4.2
",서울특별시 강동구 양재대로85길 29 유봉빌딩,"
기타 한식
",만원-2만원,https://www.mangoplate.com//restaurants/ScCnZ6CGpz
208,이한진숙성회,"
4.2
",서울특별시 강동구 구천면로29길 64,만원-2만원,주차공간없음 ,https://www.mangoplate.com//restaurants/yHgtnFi6JVKB
209,우리동네막국수국밥,"
4.2
",서울특별시 강동구 상암로4길 9 1F,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/UgPfm9gXmSgE
210,영화정해장국,"
4.2
",서울특별시 강동구 천호대로177길 48-18,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/6pnvpBumIrjg
211,화진포막국수,"
4.1
",서울특별시 강동구 성내로10길 12,"
해산물 요리
",만원 미만,https://www.mangoplate.com//restaurants/v3HPIb2VWJ
212,봉래면옥,"
4.1
",서울특별시 강동구 명일로 200-16,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/WOaP1-KVWysz
213,성일면옥,"
4.1
",서울특별시 강동구 성내로 38 1F,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/7c_1xC7dIc2C
214,황푸차이나,"
4.1
",서울특별시 강동구 양재대로 1590 1F,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/vAks8hBiGB8I
215,백년화편,"
4.1
",서울특별시 강동구 양재대로81길 18 1층,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/YElZDILTrW
216,유미벅스,"
4.0
",서울특별시 강동구 진황도로27길 4,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/l6m061vFqA
217,온온,"
4.0
",서울특별시 강동구 성내로18길 34,만원 미만,주차공간없음 ,https://www.mangoplate.com//restaurants/yxHKlo87wste
218,페더커피,"
4.0
",서울특별시 강동구 진황도로 123 광남캐스빌아파트상가 101호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/EiptPXsvI9AD
219,쭈꾸쭈꾸쭈꾸미,"
4.0
",서울특별시 강동구 천호옛길 98,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Gzu9n6Sa9W
220,송월냉면,"
4.0
",서울특별시 강동구 구천면로29길 26,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/KMdKf9fFfSuZ
221,카페온도,"
4.0
",서울특별시 강동구 양재대로103길 40 101호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/E8AJSMuCLkez
222,모리식당,"
4.0
",서울특별시 강동구 양재대로113길 8,"
정통 일식 / 일반 일식
",만원 미만,https://www.mangoplate.com//restaurants/GCGwjmtIlz-s
223,푸지미곱창,"
4.0
",서울특별시 강동구 천호옛14길 23,"
고기 요리
",만원 미만,https://www.mangoplate.com//restaurants/NmAVkF6R2hk9
224,유경정육식당,"
4.0
",서울특별시 강동구 천중로52길 38,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/1mA-H2EWxOZm
225,카쿠,"
3.9
",서울특별시 강동구 성안로 45,만원 미만,주차공간없음 ,https://www.mangoplate.com//restaurants/fvU-WRzL7sQp
226,블랑제리 11 17,"
3.9
",서울특별시 강동구 올림픽로 624,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/r8YSEe2sFs
227,솜솜베이커리,"
3.9
",서울특별시 강동구 암사1가길 37,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/G_IYcwWAStXf
228,아키노유키,"
3.9
",서울특별시 강동구 올림픽로70길 50-7,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/5QXC2WprQA
229,평상시,"
3.9
",서울특별시 강동구 고덕로20길 26 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/tEPDjD95cIGW
230,히든브라운,"
3.9
",서울특별시 강동구 성안로9길 50 둘리빌딩 1F 101호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/YXlLO-s1FSfN
231,프언타이,"
3.9
",서울특별시 광진구 아차산로 431 강변SK뷰 상가3동 B103호,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/1BBuC73-mKic
232,빠네렌토,"
3.9
",서울특별시 강동구 동남로 881,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/k1u2u3QtWw
233,캄포,"
3.9
",서울특별시 강동구 양재대로128길 41 1F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/4R6ZEJ0_ywur
234,하다식당,"
3.9
",서울특별시 강동구 양재대로124길 29,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/Wm43kPZq_Q7b
235,진이네떡볶이,"
3.9
",서울특별시 강동구 동남로71길 19,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/lLT__Mf-fm
236,반피셋,"
3.9
",서울특별시 강동구 양재대로 1500 105호,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/_Swst80B2dJV
237,똥찌비,"
3.9
",서울특별시 강동구 천호대로159길 25 1F,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/Tgxi5HX9iPsY
238,애크로매틱 커피 컴퍼니,"
3.9
",서울특별시 강동구 성내로14길 37,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/RoMRPEgbdANq
239,영춘똥꼬닭발,"
3.9
",서울특별시 강동구 올림픽로62길 38,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/qIkGJi-K0R
240,족발선생,"
3.9
",서울특별시 강동구 올림픽로70길 51-6,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/MW09IHHOIL54
241,외계인커피,"
3.9
",서울특별시 강동구 진황도로47길 67,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/GeaV1woLMz
242,펠어커피,"
3.9
",서울특별시 강동구 천호옛14길 23-12 1F 102호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/G8XqmV7Sm-n5
243,피콜로,"
3.9
",서울특별시 강동구 천호대로168가길 51,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/WSTXO2NlfVBT
244,YUP,"
3.9
",서울특별시 강동구 성안로 22 세현빌딩 1F,만원-2만원,무료주차 가능 ,https://www.mangoplate.com//restaurants/2LabZpVKWOSf
245,아이스베리,"
3.9
",서울특별시 강동구 천호대로157길 17,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/nebuc4qU_Y
246,두리돈까스,"
3.9
",서울특별시 강동구 고덕로 89 2층,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/Spc1PXAhCY
247,간다이,"
3.9
",서울특별시 강동구 성안로 15 동성빌딩 2F,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/fBuYgazPZUI2
248,앙상블,"
3.8
",서울특별시 강동구 양재대로147길 5 2F,"
프랑스 음식
",3만원-4만원,https://www.mangoplate.com//restaurants/yGruzkqTb9Fs
249,채스우드커피,"
3.8
",서울특별시 강동구 성안로 42,만원 미만,"

                      식당 홈페이지로 가기
                    
",https://www.mangoplate.com//restaurants/kWv07kX09tUU
250,피에로커피,"
3.8
",서울특별시 강동구 성내로14길 27 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/4Xwx_fbC3Myj
251,풍년상회쪽갈비,"
3.8
",서울특별시 강동구 천호옛14길 23-6,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/nx2dZEWZtg
252,미니회바,"
3.8
",서울특별시 강동구 천호옛길 97,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/gU1rSYRKK6
253,평양만두집,"
3.8
",서울특별시 강동구 성내로 14,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/rxmjZzTJ6R
254,미드데이썬,"
3.8
",서울특별시 강동구 양재대로91나길 55,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/6OJL7YQTdCpV
255,율베이커리,"
3.8
",서울특별시 강동구 양재대로103길 43,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/8LAC34m5XC
256,피카피오,"
3.8
",서울특별시 강동구 천호대로 1065,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/YVg102nYgL
257,천호쭈꾸미,"
3.8
",서울특별시 강동구 천호대로158길 14,"
해산물 요리
",만원 미만,https://www.mangoplate.com//restaurants/czaDA19r1a
258,마드레,"
3.8
",서울특별시 강동구 동남로 710,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/75JsQUDUgi
259,브로일링커피컴퍼니,"
3.8
",서울특별시 강동구 성내로10길 9-6 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ZVSjVnU35HkK
260,미분당,"
3.8
",서울특별시 강동구 양재대로112길 13 103호,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/7RCBaHvUEkBg
261,스윗솔트,"
3.7
",서울특별시 강동구 상암로 286,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/SQMAH5-3dFW8
262,통로,"
3.7
",서울특별시 강동구 강동대로55길 25,"
태국 음식
",만원 미만,https://www.mangoplate.com//restaurants/RRz_jdgpZeKF
263,에이컷스테이크,"
3.7
",서울특별시 강동구 강동대로 187 파크비유캐슬 2F,"
패밀리 레스토랑
",2만원-3만원,https://www.mangoplate.com//restaurants/avYS8SURZp
264,갓잇,"
3.7
",서울특별시 강동구 성안로 14,"
남미 음식
",만원 미만,https://www.mangoplate.com//restaurants/1Gth5eAmJrSX
265,셀프하우스,"
3.7
",서울특별시 강동구 올림픽로 572,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/cnNNWcYjvp
266,명일원조닭발,"
3.7
",서울특별시 강동구 상암로47길 86,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/KxRNHKOWGY
267,안녕식당,"
3.6
",서울특별시 강동구 천호대로159길 53,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/eZ4qHgtH6w
