,0
더버뮤다,3.53
네키드윙즈,3.57
맥파이,3.0
내추럴하이,3.9
르페셰미뇽,3.71
페트라,3.13
코레아노스키친,2.67
지노스뉴욕피자,3.53
이태원소주집,3.3
매니멀스모크하우스,3.71
누랑즈뉘,2.93
제주식당,3.67
시멘트,3.7
Pussy Foot Saloon,3.36
한방통닭,3.6
샐러드셀러,2.0
아러바우트,3.33
부첼리하우스,3.6
쥬에,3.8
미트로칼,3.92
밥한끼,3.73
한와담블랙,2.4
엘초코데떼레노,3.8
애프터8,3.57
알레즈,3.86
REVEAT,3.4
구복만두,3.21
스티키리키,3.27
원효림,3.5
이치즈,3.73
Meatique,2.9
몽탄,2.8
용산양꼬치,4.2
플랜트,2.7
하시엔다,2.87
베쓰푸틴,3.13
단골집,3.2
쟈니덤플링,3.08
박소린두깜풍,3.17
창성옥,3.1
서울케밥,3.3
손문,3.86
뽀르누서울,4.14
바이두부,4.2
우라만,2.2
피자오,3.14
팻캣,3.83
쿠촐로오스테리아,3.29
모로코코 카페,3.7
카사블랑카,3.64
라구,3.47
꼼모아,3.07
팟카파우,3.57
뭉실이산도,3.33
노아,3.73
오파토,3.0
Ori,2.8
더백푸드트럭,3.4
보니스피자펍,3.47
사테,3.67
어제의 카레,3.3
사실주의베이컨,3.0
살선생,3.57
우사단고기,3.07
아날로그소사이어티키친,3.53
끌라시끄,3.5
부송국수,3.6
쎄니에,4.57
바마셀,3.89
오츠커피,3.73
푸에고,4.2
스즈란테이,3.47
동빙고,3.3
오근내 닭갈비,3.47
더몽,3.25
한길포장마차,3.0
더 아래,3.33
왕타이,3.33
오리지널팬케이크하우스,3.13
트로이카,3.7
할랄가이즈,2.87
꾸잉,3.0
몽크스부처,2.93
교양식사,2.93
맥심플랜트,3.6
브라이리퍼블릭,2.89
로즈앤크라운,3.75
야상해,3.27
라플랑끄,3.8
호머,3.8
라크루다,3.21
스테이크하우스,3.4
테판,3.0
데이로우,4.0
치즈플로,4.0
탄산바,4.12
마렘마트라토리아(휴업중),2.93
호프가든,3.07
공기,3.13
라페름,3.0
정민,3.53
이원일식탁,3.62
더테이블키친,3.07
라신반,3.67
라샌독오스테리아,3.27
비스트로 루틴,3.2
소와나,3.0
뮤땅,3.86
삐삣버거,3.33
시칠리,3.22
루트,3.6
부자피자,3.27
제이엘 디저트바,3.56
모수,3.7
써머레인,3.6
다츠,3.1
휴135,3.47
한남작업실,3.7
소꿉,2.29
타카,3.7
SMT 차이나룸,3.55
계인전,2.4
UPP (휴업중),3.73
서울드래곤시티 The26,3.4
버거인,3.53
한입소반,3.53
사이공마켓,3.8
김용안과자점,2.33
미와쿠,3.9
오제제,3.73
티하우스레몬,3.67
스시이젠,3.5
강너머 남촌 숯불 닭갈비,4.0
오근내2닭구이,3.4
3F 로비,3.2
루블랑,2.7
북천,3.2
르 궅,3.8
양인환대극진,2.5
어프로치,3.1
우마미,3.88
더백테라스,3.4
포카치아델라스트라다,3.43
꺼거,3.53
물고기주택,3.0
도야집,3.5
카카오봄,3.4
남박,3.4
화양연가,3.13
덕순루,4.0
남영돈,3.0
초원,2.93
오복함흥냉면,3.6
유용욱바베큐연구소,3.33
울프소셜클럽,3.3
디템포레,4.18
코르소,3.0
스시노아야,3.75
서울브루어리,3.4
산수화,3.14
세스타,3.8
오스테리아 오르조,3.4
카밀로한남,3.2
Keem Hannam,3.8
부토,3.9
리틀넥 한남,3.6
파이프그라운드,4.07
반창고,3.62
올드페리도넛,3.6
SAAP ,2.7
로코스 비비큐,3.47
마틸다,3.08
캘리포니아키친앤크래프트펍,3.5
라 쿠치나,2.9
우스블랑,3.35
야스노야,3.2
산동만두,2.5
정거장 뒤,2.6
히카리우동,4.11
양대리갯벌,5.0
테이블도트,3.46
한나식빵,2.88
싸리골,3.33
점보화이트,3.9
쿠키날,2.75
온도차,3.25
녹음커피바,3.6
가야밀냉면해물칼국수,4.33
만석장,3.4
강릉장칼국수&만두,3.0
송추가마골,3.29
허니돈,2.92
명동수제돈가스,5.0
강용구족발보쌈,1.0
술집타디스,4.5
소야일식,3.5
성너머집,3.14
삼오옛날순대국,3.4
IN THE AIR,3.0
로즈드마이,3.17
더모먼트,3.2
차이몬스터,3.83
플롭,3.2
카페 아사,3.6
필구커피,4.25
벤조롱,2.0
옥토끼 제면소,4.2
스시온도,3.2
이병태함흥냉면,3.2
옥탑방,3.33
밥맛나는세상,4.2
TOAST,4.0
flot,3.57
횟집울릉도,3.42
서부감자국,2.88
전하는날,3.6
아리산채,3.86
튀김소리,3.57
스시이마,4.0
금원함흥냉면 (휴업중) ,2.2
신도각,2.67
진김밥,3.8
만포면옥,3.73
미소복원조양평해장국,3.33
페스카,3.5
유라쿠,3.27
보들이족발,3.43
태백산 생고기,3.0
진국수,2.67
차돌식당,4.0
브릭하우스76,3.27
다온브레드,3.0
북한산제빵소,3.07
손수메밀,2.75
롱브레드,2.67
1인1상,2.89
1인1잔,3.21
밥풀꽃,4.0
에스키나,1.0
카페 달력,3.86
다용도실,3.25
카페뤽상부르,3.2
휴식,2.93
H3 비스트로,3.6
세이지,3.71
윤주방,2.5
카페문쌤,2.33
호박,2.75
까볼로,3.38
어뮤즈멜로우,4.0
인세인,4.0
공휴일 카페,2.5
티나의식빵,3.25
코피티암,3.14
마샬라인도레스토랑,2.8
연어가게,2.7
달가득치킨,3.14
목노집,3.07
술있는부엌,2.0
원조두꺼비불오징어,3.21
수정불막창,3.43
비보,2.8
닭갈비제작소,3.25
오징어청춘,4.0
에키소바,4.0
후통마라탕,3.0
화포식당,1.67
인생,2.5
다온카츠,3.3
일로,5.0
참새식당 스즈메,2.8
갈현동떡볶이,3.5
카도야라멘,2.93
햇살머무는식탁,3.6
플럽커피,3.5
요요라멘,3.5
심플디,4.0
미닝풀랩,3.22
우주미,3.17
충무칼국수,3.36
저스트텐동&경양카츠,3.5
데일리 베이크 하우스,5.0
은평커피로스터스,3.09
포358,2.57
믿음양꼬치,3.0
요요미,3.36
스시쇼부,3.8
니나스 키친,5.0
시골감자국,3.25
앤슬로,2.6
상하이문,3.15
응암동돈까스,2.5
풍천장어,4.5
제주도그릴,4.4
히카리 이자카야,4.25
페리도트,4.0
유즈풀,4.2
근린커피,3.6
스데반카레,3.4
찰스커피컴퍼니,3.67
카페와인드,4.0
마마수제만두,3.07
봉희설렁탕,2.33
뚜띠쿠치나,2.8
니하오,3.7
소비니식당,3.67
온순씨,3.25
Otr Coffee,3.25
별미국수,3.33
밈밈케이쿠,4.11
타이선,3.67
다리원,3.33
트라토리아피우,4.0
HUGA,3.44
노비어노라이프,5.0
이태리식당최다이닝,4.0
YM에스프레소룸,4.11
쉐멩돌,4.0
스와가트,3.67
카페볼가심,3.38
스페이스헬레나,3.25
쿠아레비,3.25
넙딱집,3.67
피넛버터 (휴업중),4.33
호야네 양꼬치,3.0
식구,1.5
영심이네보신탕,3.33
통나무집,2.33
이상향,4.0
야래향,4.0
스프링그린,2.5
포옹싸,3.3
텐파이프,3.6
수수가든카페,3.33
안스베이커리,2.87
도레도레,3.6
캘리포니아피자키친,3.33
아그라,3.0
비건카페 달냥,4.5
꼬끄드파리,3.0
횟집산이네,3.33
만선,2.0
개풍반점,2.0
신선설농탕,4.0
토마스 피,2.75
중화원,3.47
디스위켄드,4.0
YM커피프로젝트,3.07
커피송,3.67
중국음식점 / 中国小吃,2.83
다온상회,3.0
주다,4.0
해례커피,3.29
라뚜셩트,2.8
Cafe B,2.8
코스믹버거랩,3.79
갈현시장할머니떡볶이,3.4
오스테리아고스마,3.5
스시쿠니,3.77
힐사이드테이블,3.64
애호락,3.86
Artisan Croissant,3.3
Osso파스타,3.0
고기공방,3.67
독일주택,2.67
혜화도담,3.67
혜화양육관,3.15
소친친,3.27
청산손만두,3.4
뎁짜이,3.0
깔리,3.6
버거파크,3.31
리본윈도우,3.53
옳은,3.5
국수찾아닭만리,3.21
온천집,3.7
계림,3.16
드엠,3.21
수도원,2.87
어쩌다산책,3.87
핏제리아오,3.8
저팔계식당,2.93
학술적연구소,3.1
로우루프,4.0
톤티커피,2.88
떼레노,2.89
도마유즈라멘,3.5
깡통만두,3.64
갈로팡,3.44
소금집델리 안국,3.2
안암,4.36
황생가칼국수,3.8
빚짜,2.86
대성집,2.4
내자상회,3.2
코블러,3.53
기승전우,3.0
파네트크루아상팩토리,3.93
이찌이스시,4.0
Mauve,3.8
백부장집닭한마리,3.53
병천유황오리,3.07
그랜트샌드위치,3.86
홍성원,3.6
옛날집낙원아구찜,2.25
종로돈부리,3.53
호반,3.36
양키스버거,3.62
서울서둘째로잘하는집,3.2
만가타,3.3
포비브라이트,3.43
유유안,3.8
아키라백,3.47
찰스에이치,3.73
더마켓키친,3.3
컨펙션스바이포시즌스,3.2
광화문뚝감,3.73
평안도만두집,3.13
어바웃진스,3.29
스시산원 경,2.6
광화문더덕순대,2.8
화목순대국전문,3.23
장수한방삼계탕,3.38
오가와,3.2
서울집시,4.2
카페사사,2.14
이다,2.9
헤리티지클럽,3.4
나누미떡볶이,3.43
라뜰리에 꼼때,3.8
건강한빵,4.0
친니,3.56
한일식당,3.79
오죽이네,3.2
HIVER,3.47
도취,3.4
오에스떼,3.0
남대문막내횟집,4.0
별궁식당,3.56
도트블랭킷,4.07
이화돈까스,3.5
반타이,3.53
니코키친,4.0
무심헌티하우스,4.0
기와탭룸,3.0
이태리재,3.6
스시키즈나,3.5
호가양꼬치,4.07
853,2.8
세루리안,3.3
누룩나무,4.0
스토9,4.0
주간소바식당산,3.53
오수흑두부,3.53
반짝반짝빛나는,2.93
석파랑,2.45
비텔로소띠,3.0
더마틴,3.8
모드니에,3.44
갈리나데이지,3.0
레에스티우,3.2
두오모,3.7
물랑,3.2
퀸즈테라스한옥달,3.7
김진목삼,3.38
서촌계단집,3.5
체부동잔치집,3.64
안주마을,3.93
아시안쿠진,3.86
동감,2.73
통의동 국빈관,3.8
독도16도,5.0
중국,3.0
까예데고미스,4.44
룰스,3.27
팔마,3.6
제이엘리,3.73
토속촌삼계탕,3.14
미라보쇼콜라,3.27
스쿠퍼,3.4
도성,4.2
노브13,3.73
대하식당,3.29
까사디쉐프,2.6
BAR CHAM,3.73
퀴진라끌레,3.8
칸다소바,3.6
포담,3.2
이태리총각,3.92
뽐,3.4
후니도니,3.8
시엔스시,3.07
창신육회,3.2
부촌육회,3.28
육회자매집,3.25
포항,3.0
투뿔등심,3.79
더피자필,3.2
뚝배기집,3.31
효자동목고기,2.9
광장시장 찹쌀꽈배기,3.75
순희네빈대떡,3.4
모던샤브하우스,3.0
덕후선생,3.33
멜팅샵X치즈룸,3.4
시조명동닭한마리,3.4
차차 티클럽,3.77
동북화과왕,3.7
동묘마케트,4.4
우육면관,3.29
카페키이로,3.1
혜화칼국수,3.07
천하보쌈,2.73
버거뱅 (휴업중),3.2
무지개호프,4.25
부빙,3.93
레이지버거클럽,3.0
Scoff,3.12
비엘티스테이크,3.07
아마츄어작업실,3.14
포탈라,3.07
Ground62,2.2
절벽,3.55
고치비,3.08
벨라또띠아,3.0
궤도,3.0
만나분식,2.67
세이지핀치,4.2
공기식당,3.67
오무사,4.4
이이엄,4.33
아도레쿠치나,3.29
명륜건강원,2.8
33마켓,3.2
아키비스트,3.29
애즈라이크,4.4
남대문야채호떡,3.27
무궁화,4.0
송옥,2.93
애성회관,3.27
충무집,3.4
이지샐러드,3.23
막내회집,3.2
통통김밥,4.0
중앙갈치식당,3.21
닭진미강원집,3.3
희락,3.0
홍복,3.62
용금옥,3.0
부민옥,3.29
원흥,2.93
가쯔야,2.8
진남포면옥,3.6
사가루가스,3.2
129 라멘하우스,3.73
금돼지식당,3.0
다루다,2.87
수와,3.62
스담,3.0
백송,3.1
리사르커피로스터스,3.8
약수순대국,2.93
덕수궁리에제와플,3.5
더라이브러리,3.87
더파크뷰,3.2
패스트리부티크,3.6
팔선,2.6
아리아께,2.9
서울다이닝,3.5
스시효 (휴업중),3.35
홍보각 (휴업중),4.1
장수보쌈,2.6
처가집,3.8
브레라,3.33
오장도너츠맛집,3.4
오장동흥남집,3.2
파르투내,3.0
벱비엣,3.4
황평집,3.57
진미네,3.12
할아버지손칼국수,3.47
유즈라멘,3.27
더레드하우스,3.2
도향촌,3.09
명동영양센터,3.2
코인,3.14
하동관,3.14
맷차,2.87
신세계떡볶이,3.4
미성옥,3.47
그랜드키친,3.22
곰국시집,3.5
멘텐,2.86
동강나루터,3.58
이남장,3.36
커피한약방,2.93
쓰리도어즈,3.27
숙희,2.9
카돈마리,3.71
동대닭한마리,3.73
필동면옥,4.2
디라이프스타일키친,3.13
다만프레르,3.6
붓처스컷,3.5
현대칼국수,3.33
진주회관,3.33
풍년 닭도리탕,3.4
신성,3.2
광화문국밥,3.27
스윗밸런스,3.36
사직골,2.53
홍연,4.1
아리아,3.07
스시조,3.33
라운지앤바,3.4
나인스게이트,4.1
루브리카,3.56
블랑제리더플라자,3.57
세븐스퀘어,3.27
주옥,3.4
헴라갓,3.14
호경전,3.57
란주칼면,3.4
금산제면소,3.46
을지루이스,3.33
스탠딩바전기,3.57
콘부,3.4
레드스타,4.12
을지육점,3.6
을지오뎅,3.13
을지로양대장,3.14
무학,3.67
바오차이,3.3
도록,4.11
끽비어컴퍼니,2.93
호랑이,3.87
적당,3.13
류경회관,3.2
이나니와요스케,3.07
동원집,3.44
원조녹두,3.2
술다방,3.8
다케오호르몬데판야끼,3.4
명인돈까스,3.22
임마지노,3.33
만선호프,2.87
조선옥,2.9
경일옥핏제리아,3.27
무교동북어국집,3.2
대성골뱅이치킨,3.47
산수갑산,3.07
방산분식,3.6
황소막창구이,3.29
사마르칸트시티,3.2
러시아케익,3.57
해남낙지,3.33
도이농,3.4
평안도족발집,3.7
평양면옥,3.87
진짜해장국 대화정,3.87
페스타바이민구,3.5
그라넘다이닝라운지,3.73
미즈컨테이너,3.33
허수아비돈까스,2.5
덕수정,3.27
남도식당,3.8
도마,3.62
우래옥,3.6
문화옥,3.14
청계어시장전주식당,3.4
영덕회식당,3.25
다전식당,3.13
강산옥,2.9
마르셀,3.4
해피해피브레드,3.8
호수집,3.0
황성집,3.33
올드팻누들,2.67
양미옥 (휴업중),2.93
을지면옥,3.8
황소집,4.67
타케리아 스탠,3.6
부타이제2막,3.0
앨리키친,3.25
우육미,3.2
오챠드1974,3.33
The92산들바다,3.27
심세정,3.33
주신당,3.7
디핀,2.8
하니칼국수,3.6
국수가좋아,3.47
마크 다모르,3.2
팔레드 신,3.53
라망시크레,3.0
유가,3.6
목멱산방,2.8
사랑방칼국수,3.57
회현식당,3.67
회현카페,3.6
태국수,3.83
오트렉,3.1
룽키,3.25
수잔나의 앞치마,3.64
장프리고,3.7
제로컴플렉스,4.22
느티나무설렁탕,2.8
온센,3.2
카키,3.25
옥이네먹거리,4.0
장수보리밥,3.8
포25,3.5
언더오챠드,3.0
계류관,3.6
무명스키야키,3.36
땡초곱창,4.25
헤베커피,2.33
로기스커피,3.33
후후스시,3.0
진미각,3.67
면목식탁,2.67
한참치,3.33
스시호빈,1.0
진라멘,3.0
먹골골목냉면,3.0
만두박사,2.5
스시고메이,2.73
묵동할머니떡볶이,4.0
대박왕곱창,4.0
더바른 차담소,4.5
노브랜드버거,3.25
이층커피,3.0
유성집,3.0
BREAD850,2.0
세컨드고메,3.5
연스시,3.0
디저트39,4.0
명동칼국수샤브샤브,2.5
포앤시드니,3.42
태능대게하우스,1.0
일차돌,3.0
만석바지락칼국수,1.5
시월애도토리,4.0
마구로,4.0
태능배밭갈비,4.0
두루두루 베이비카페,4.0
라떼플로라,2.33
더메뉴얼,4.0
도씨,4.0
하루미,4.0
향선루,4.0
단미화커피,3.0
쿠우쿠우,3.5
시즌스,2.0
빈스코드,3.67
제이쿠치나,3.0
포메인,2.0
애슐리퀸즈,5.0
명동칼국수,2.5
동부고려제과,3.67
소르르카페,2.5
육감만족,5.0
커피스터프,5.0
에헴,3.5
가츠라,3.0
메종드그릭,3.0
서박사네곱창,4.0
정가네홍두깨손칼국수,2.0
홍이네분식,3.4
찜집,4.25
M16멀티펍,2.6
커피꾼,3.0
내친구고양이카페,3.0
이학갈비,2.5
흥부골숯불돼지왕갈비,2.67
꽈배기의달인,3.0
숯불닭갈비에 반하닭,3.6
순돈까스,5.0
원할머니보쌈족발,3.0
스시왕,3.5
홈메이드,3.25
성창식당,3.0
달구나마카롱,3.0
제이식스,4.0
까망통돼지,3.75
964커피로스터리,2.0
유정순대,4.0
만두만,4.0
사가정손두부,5.0
맛있는양식당,5.0
카페레블,4.0
장수살롱,4.25
면동떡볶이,2.83
카페굿업,3.5
참맛깔곱창,4.2
꿀삼겹,4.0
커피볶는성군,2.0
한방숯불바베큐,2.0
시래궁,4.67
오대전통가마솥순대국,2.5
소꼴농장,2.75
연탄돼지갈비,4.0
모퉁이카페,2.0
가고파설렁탕,2.6
고깃집 경훈이네,2.0
상봉커피,3.67
천외천,2.5
이주소곱창,2.25
강금옥쭈꾸미,4.33
벌교꼬막포차,2.67
함평국밥,2.6
ㅎㅎ포차,2.0
오스테리아주연,3.22
소소라떼,4.0
연어에 반하다,3.29
어느날오늘,4.0
만주리양꼬치,4.0
한도니,4.25
오늘그릴,4.0
만다린진,4.0
노고단칼국수,4.0
파란고양이와단팥빵,4.0
장수돼지갈비,3.5
만희네참숯불닭갈비,4.0
루앙의부엉이,4.0
카페 향아,2.0
유씨네가직접만든찹쌀순대,4.0
시즌카페,3.5
파파라멘,2.71
맛닭꼬,2.5
단집,3.57
왕십리불곱창,2.67
성지곱창,3.25
장안칼국수,3.67
허밍버드,3.67
돈대감,2.25
개인공간,3.8
쭈꾸미킹2 0,2.5
거여돈가스,3.8
슈가버터,3.5
브라더야끼,4.5
돈카츠요,4.0
유정집,3.5
아라수산,4.0
토평한우소곱창,5.0
Mr왕,4.0
한동길뼈다귀감자탕,2.8
육부단,2.0
토리자까나,4.0
스시차이,2.5
낙지방,1.5
봉화산커피,3.67
커피나무,3.5
데일리파크,3.0
포데이,2.0
모나크커피,2.33
카페브릭,2.0
파크더블유,3.86
망우찜쌈밥,3.33
용마해장국,3.75
농부보쌈,3.25
바다회천국,5.0
용마갈비,5.0
신선한우촌,2.5
용마쉼터,3.5
동강오리,3.83
진국설렁탕,3.0
더파이어,3.0
산오징어집,3.5
오덕진해물능이버섯한방오리,5.0
망우정식,3.5
중국관,2.0
티하우스나니,3.36
곤드레킹,4.0
장어세상,4.0
플랜즈커피,3.33
가나점보돈까스,3.17
맑은샘,3.88
맛짱,4.0
넝쿨곱창,4.0
울타리철판곱창전문,3.23
오자매양꼬치,5.0
스시남,3.0
용호횟집,5.0
발짝,5.0
아롬오네뜨,4.0
커피맬러드,3.0
임현숙의이화김치찌개,3.4
키미노돼지국밥,3.5
조개나루터,3.0
제주돈선생,4.0
양다리걸쳤네,3.3
장수마늘보쌈,3.53
삼덕식당,3.9
동네함박,3.4
다정도병인양,3.75
김밥은,3.7
1996 하산바바,3.0
플레이버,3.33
옛곰탕집,3.7
대중만두,3.2
다래함박스텍,3.12
벼랑순대국,3.43
미즐카페엠,3.6
카페 산아래,2.56
여러분평양냉면,3.54
제이제곱,3.0
만두향,4.0
유키가후루,3.6
춘천막국수,3.42
칠복상회,3.2
히피스베이글,3.44
무너미,3.18
원조할매곱창,3.33
수유리조트,3.6
대보명가,3.4
헤비앤라이트,2.8
귀품찬,3.67
왕의장어,2.57
황주집,3.0
키쉬미뇽,3.08
상미규카츠,3.04
제일분식,2.87
천회초밥,3.27
모카향기,4.0
실비집,3.2
파조쿠치나,3.22
더달다,4.0
카페블루라운지,4.0
노르웨이안 우드,3.43
카페인,2.86
미스터쭈꾸미와동태세상,4.0
상미식당,3.0
쿄우,5.0
주대국초밥집,3.43
북한산 인수재,3.6
송연95닭갈비,3.1
삼양여관,2.67
미구소,4.0
스시도리,3.0
마시미트,2.0
쉐프쿠스토,4.4
카페라티스,3.2
솔향스시,4.0
맨덜리,3.5
썬데이스낵,3.25
미트포레,4.0
유메초밥,2.43
크래미김밥우동집,2.25
곰보냉면,3.0
카페로니,3.0
정스시,3.5
황성,3.0
쿠시,3.86
한끼만두,4.33
예와손만두,4.33
블랙다운커피,3.82
아카렌,3.0
왕빈자삼파전,2.73
경계선,3.14
얌미타이,3.4
대가원식당,3.86
이씨부엌,2.0
소희네,3.5
시장떡복이,4.33
벤투라커피로스터스,3.33
김도훈스시,3.4
화로몽숯불닭갈비,2.0
크을농,3.67
붕자네,3.2
카페브러리,3.25
새미가왕소금구이,3.75
짱곱창,2.0
릴렉스,3.33
리트리트커피로스터즈,4.33
노군꼬치,2.0
부추곱창,2.6
연화양꼬치,3.8
호치민쌀국수,2.6
미녀가든,2.0
우디플레이트,3.0
담소두부,3.0
헤미앤바우어,4.67
보배반점,3.0
전주선지순대추어탕,4.67
몽브루,2.67
본쁠리,4.0
동네맛집족발,3.0
현경양고기,4.0
삼양막걸리,2.0
짚신매운갈비찜,3.43
일출코다리,4.0
스시다네,3.25
수유리우동집,3.2
산성골숯불화로구이,3.0
재영통닭,4.0
파도포차,3.5
국태야,4.0
조연탄,3.95
원조왕십리곱창,4.25
솔방천,3.0
물꼬기,4.0
로팸,4.0
수유모소리,3.0
모록도새기,3.0
와겐커피,2.25
잼파파,3.5
백곰집,3.6
송현초밥,3.5
정술,3.0
BUN418,2.0
쉘위커피,4.0
카페문나잇,5.0
행복들깨칼국수,3.0
데어유고,3.5
카페멘디,5.0
하오런,2.8
분코,4.0
토방청국장,4.0
삼양동순대떡볶이,4.0
조개일번지,3.5
신쭈꾸,4.5
카페백야,2.5
비커피,5.0
미아골목냉면,4.0
마늘과올리브,2.7
한우고기농장,3.17
주막,3.5
세세,3.8
청양육개장,3.67
마리웨일마카롱,3.0
대찬식당,2.33
창신동옥천매운족발,4.5
카페두두,2.0
돝제주흑돼지,4.33
두메골,2.0
김스시,4.5
물속세상,4.0
오니바브런치클럽,4.0
미아회관,3.5
한천기와,4.0
미성반점,5.0
털보정육식당,4.0
남해횟집,5.0
삼양동우동집,2.0
문가네정육식당,3.33
까미노빵집,4.0
곰이순대국,3.25
우이동주막집,2.6
다꼬야끼,3.4
하프,3.0
유락손칼국수,2.0
마루국시,3.0
오월식당,3.0
육두막,5.0
335식당,4.0
토핑빨,2.0
지동닭갈비,5.0
대동집,4.0
장인,1.0
녹베이크샵,3.0
샘터마루,3.83
소장식물전,3.33
웜테이블,2.86
영양족발순대국,3.93
주방문,3.8
원조나주곰탕,3.2
형제돈부리,2.6
금고깃집,3.47
자이온,3.79
떼헤브,3.4
랑 월,3.29
발산삼계탕,3.47
코끼리탭룸,3.4
고양이똥,3.67
광주똑순이,3.33
배진수스시,2.91
충북식당,3.42
OBPC,3.17
마부자생삼겹살,3.07
등촌최월선칼국수,3.6
고성막국수,3.33
타르데마,3.79
나인바이츠 (휴업중),3.47
옛날한우곱창전문,3.13
배진수어시장,2.14
카페우드진,3.5
냐항바바바,3.56
브레드더밀,3.83
헤리스헤이스,3.0
익스큐즈미,3.4
스시사라,2.5
레피큐르,3.22
홍린,3.2
동양식당,3.2
나오키,3.47
더블랙,3.5
코끼리만두,3.0
옥소반,2.87
오프닛,3.8
후라토식당,3.5
맹순이꽃게아구찜,3.5
똑순이막국수,3.27
속초그바람에,3.0
카이조쿠,2.93
헤븐온탑,3.47
소바트럭,2.6
하롱하롱,3.14
목동분식,3.27
송쭈집,2.56
광화문살롱,3.0
인라이크,3.38
부부칼국수만두,2.86
유림,2.73
오남매닭갈비,3.14
망향비빔국수,3.0
백소정,3.14
탄탄면공방,3.57
토끼정,2.67
사이드쇼,3.0
브런치팩토리,3.67
공항칼국수,2.0
신선,3.33
다온나루,3.5
딘타이펑,3.25
이오카츠,2.0
사보텐,2.29
우니크,2.5
모닐이네하우스,3.45
도일처,3.0
우학면옥,2.5
마산아구찜,2.5
나우니스,3.0
도쿄하나,3.17
80년전통 원조순대국,2.89
사모님짬뽕,4.2
박가부대,3.67
녹지,3.0
봉래헌,2.0
아이엠키친,3.1
오즈테이블,3.5
까롱파티,2.0
일품한우,4.0
육화몽,3.75
도라무통즉석떡볶이,3.71
현이네초밥가게,3.0
잔잔하게,3.0
가마솥한우국밥,4.0
의성식당,2.0
남춘네숯불닭갈비,3.0
삼부숯불구이,5.0
사랑방손칼국수,2.5
꼼떼바베큐,2.67
밀작,3.62
선식당,4.0
청풍동태탕,4.0
사이공윤다이,3.8
안영자면옥,3.33
리틀사이공,2.75
도화림,3.43
쿠시야,3.5
식바,3.33
츄카롱,3.0
맛거리,3.67
해촌칼국수,3.88
제이든,2.83
MODU’S CAFE,4.0
양평해장국,4.0
고양이후추,3.33
설화랑,3.0
쉐드커피,4.0
린치타이,5.0
커피볶는곤이네집,4.6
파파노다이닝,3.8
남대문커피,2.6
마곡테이블,4.0
신촌감자탕해물뼈찜,2.67
진1926,5.0
쿠타니,2.33
풍경,4.33
다래정,4.0
로빈뮤지엄,2.5
오재영스시,3.4
타이투고,4.0
쓰부,2.8
강서복집,3.0
이치방라멘,4.0
호호방,4.0
정일품삼계탕,2.57
메리하하,3.75
하코야라멘,2.8
야끼화로,3.33
만배아리랑,3.0
한우등촌골,3.33
삐삐커피,3.0
구도커피,3.67
마초갈비,3.25
도깨비베이커리,3.25
비에이,2.0
데판야끼다케시,3.33
플루이드,4.5
양옥주점,4.5
등촌미돈,3.88
신촌기사식당,3.17
페이페이,3.0
명지첫집,3.0
더웨스트햄릿,1.0
올리브레스토랑,4.0
낫띵메터스,5.0
마곡참치정육점,4.0
꿈꾸는요리사,2.75
어쩌라고,4.0
파스타인카페,3.83
동굴,2.67
심야식당켬,3.0
라페스타,2.6
비라티오커피,2.67
와밀,2.33
오백년장어,3.0
르뺑블랑,3.0
식신짜글이생갈비찜,3.5
따빠디또,3.0
빠사삭,3.0
루비정,3.0
오목눈이,3.13
뉴욕택시디저트,3.3
로향양꼬치,2.93
오월의김밥,3.4
두만강샤브샤브,3.13
오지 편한식당,2.87
퍼블리코타코,3.0
베이컨시,3.8
요샌,3.4
텐동요츠야,3.47
안녕베트남,3.78
더멜팅팟,3.3
제주상회,2.9
딸랏롯빠이,3.13
커피볶는여자,3.47
투머트,3.25
가람숙성대광어,3.67
동학,3.07
보울,3.83
누아젯,3.0
동경산책,3.07
모즈타파스라운지,2.87
분짜 하노이,3.2
라이라이켄,3.43
타이패밀리,3.0
축상,3.4
크래프티,3.75
소미당,3.8
중화요리팔공,3.3
하라고지페,3.4
사담,3.9
어부사시가,3.53
달그미과자점,3.71
쟝블랑제리,3.21
쥬벤쿠바,2.64
더은교,3.0
옷살,3.36
차이나당,2.67
킷사서울,3.53
서울갈비,3.2
정담은보쌈,3.27
아리차이,3.71
가네샤,3.73
만석곱창구이,3.36
낀알로이알로이,3.2
청송산오징어,3.5
봉이돈까스,3.6
표표마라탕,3.53
춘천골참숯불닭갈비,3.5
수상한닭발,3.47
논밭골,2.6
전호메밀우동,2.6
오첨지,3.4
고모네정육식당,2.44
려,3.67
외래향,2.43
무삥과팟타이,3.8
발루토,3.2
기절초풍왕순대,3.5
링고,3.36
프리미엄 섬,2.75
고명집,3.57
다케,3.33
사케바히토리,3.46
미각담다,3.0
달첨시루,3.62
우리가참순대,3.53
신림동피자집,3.4
생각보다맛있는집,3.38
베어문,3.75
갯바위,2.44
코우드,3.83
경원치킨,3.42
황해도빈대떡,4.2
호남댁,3.0
나인온스버거,4.13
에그썸,3.4
릴트,3.07
엘따뻬오,3.3
모힝,3.11
반조,3.73
미라보,2.33
프랑스홍합집,3.5
박명주의 브라더,3.07
막불감동,3.6
십장생베이커리,3.33
레그나나폴리,3.31
바닐라스카이,2.93
두리닭발,3.2
스시스캔들,3.4
미스리부자아줌마,3.3
시골집,2.8
종로계림닭도리탕원조,3.21
