,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
168,모모스테이크,"
3.2
",서울특별시 광진구 능동로13길 10 B1,"
스테이크 / 바베큐
",만원 미만,https://www.mangoplate.com//restaurants/6r_6yEarub
169,은호초밥,"
3.2
",서울특별시 광진구 동일로20길 83,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/1JwqOgIw3r
170,가마로,"
3.2
",서울특별시 광진구 동일로22길 100,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Dn_KveXJzX
171,롤링파스타,"
3.2
",서울특별시 광진구 능동로 127 2F,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/zD_80zhm4wNo
172,육회한연어,"
3.2
",서울특별시 광진구 동일로22길 42,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/df5Lj1OGwVAP
173,단골손님,"
3.2
",서울특별시 광진구 아차산로33길 34,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/9g0UCF3S5YYh
174,해피니스디저트,"
3.1
",서울특별시 광진구 아차산로 30길 31,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/zNAj0ACp9K9U
175,마초쉐프,"
3.1
",서울특별시 광진구 능동로 125 2F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/hNLbueqK9wvl
176,바나나토크,"
3.1
",서울특별시 광진구 능동로 237,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/fFeP-5-hSs
177,대한곱창,"
3.1
",서울특별시 광진구 능동로36길 10,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/hOf0mPTO-zRm
178,최가커피,"
3.1
",서울특별시 광진구 자양로13가길 18,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/owmnZu3l6ySS
179,나루가온,"
3.1
",서울특별시 광진구 아차산로78길 75,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/1INfQJ8HN9
180,오늘와인한잔,"
3.1
",서울특별시 광진구 동일로24길 102 1F,"
칵테일 / 와인
",만원-2만원,https://www.mangoplate.com//restaurants/CL9nqbIHzVIM
181,설빙,"
3.0
",서울특별시 광진구 아차산로 229,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/tWgttlKk6X
182,라화쿵부,"
3.0
",서울특별시 광진구 아차산로30길 42,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/xc3kFB_Pgf
183,역전할머니맥주,"
3.0
",서울특별시 광진구 아차산로25길 13,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/4WzUhya6PqCs
184,도쿄스테이크,"
2.9
",서울특별시 광진구 능동로13길 27,"
스테이크 / 바베큐
",만원 미만,https://www.mangoplate.com//restaurants/cxDfZNHM86
185,잉글사이드,"
2.9
",서울특별시 광진구 능동로 282,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/00W4j8LkKxwn
186,프랭크버거,"
2.8
",서울특별시 광진구 아차산로29길 44 1F 104호,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/ETqqYxzq9wnp
187,참토우,최신 버전 앱,서울특별시 광진구 구의강변로 81,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/ONYObK2Y05
188,고향집,최신 버전 앱,서울특별시 광진구 아차산로49길 30,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/vgWF9wRtzJ
189,나미,최신 버전 앱,서울특별시 광진구 아차산로76가길 16,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/Jw9Kvza_FJ
190,쉐프의콜렉션,최신 버전 앱,서울특별시 광진구 구의강변로 64 1F,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/VMGrXCCIkEWW
191,Fmm카페,"
                              4.4
                            ",서울특별시 광진구 군자로 105-2,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/P-TQR84GHZ
192,모에기,최신 버전 앱,서울특별시 광진구 워커힐로 177 비스타 워커힐 1F,"
정통 일식 / 일반 일식
",4만원 이상,https://www.mangoplate.com//restaurants/WXckWfuV71H3
193,금룡,최신 버전 앱,서울특별시 광진구 워커힐로 177 그랜드 워커힐 본관 1F,"
정통 중식 / 일반 중식
",4만원 이상,https://www.mangoplate.com//restaurants/dpmUjved2-
194,남원골추어탕,최신 버전 앱,서울특별시 광진구 아차산로 413-5,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/o3GyiBK5uv
195,독도수산,최신 버전 앱,서울특별시 광진구 뚝섬로23길 48,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/l2LAEBN1Fv
196,한강풍천장어,최신 버전 앱,서울특별시 광진구 뚝섬로 487,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/1ar4ch9apdVA
197,이씨주방,최신 버전 앱,서울특별시 광진구 자양번영로6길 5 1동 101호,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/5ouH9H06eH
198,주하객잔,최신 버전 앱,서울특별시 광진구 아차산로78길 170,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/xMdZ7LSt5-or
199,일레븐 라운지,최신 버전 앱,서울특별시 광진구 동일로 172 호텔 더 디자이너스 20-21F,"
칵테일 / 와인
",만원-2만원,https://www.mangoplate.com//restaurants/nv2bKK6yWvfU
200,라꾸긴,"
4.4
",서울특별시 구로구 가마산로 268,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/1cKCuayTDdSb
201,월래순교자관,"
4.2
",서울특별시 구로구 디지털로19길 12,"
딤섬 / 만두
",만원-2만원,https://www.mangoplate.com//restaurants/0fVczJphgFWa
202,부뚜막청국장,"
4.2
",서울특별시 구로구 구로중앙로28길 24,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/ThMCPURUc5
203,손오공마라탕,"
4.1
",서울특별시 구로구 디지털로32길 87 2F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/uXlZBbCXiL2J
204,카츠곳간,"
4.1
",서울특별시 구로구 공원로6가길 52 정진빌딩,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/yoBiNJLIwqJW
205,낭만부대찌개,"
4.0
",서울특별시 구로구 디지털로 288 대륭포스트타워,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/ZMXbPplox6
206,평양냉면,"
3.9
",서울특별시 구로구 고척로10길 65,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/ZWOXk2Ye9o
207,밀탑,"
3.9
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 5F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/VYrLKy6sDnGV
208,밀리,"
3.9
",서울특별시 구로구 새말로 62,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/20pQpgpi9fss
209,신도림참족발,"
3.8
",서울특별시 구로구 경인로 661 신도림1차푸르지오,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/N0gzPzNH0Zoj
210,신도림 이도식당,"
3.7
",서울특별시 구로구 경인로 661  신도림1차푸르지오 전문식당가 2F,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/HdqIvW7BT6XT
211,이스트바이게이트,"
3.7
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 별관 2F,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/1aqNyjDPqXAt
212,라그릴리아,"
3.7
",서울특별시 구로구 경인로 662 신도림디큐브시티백화점 별관 2F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/aicYlrUNGvXh
213,베나레스,"
3.7
",서울특별시 구로구 디지털로32길 79 2F,"
인도 음식
",만원-2만원,https://www.mangoplate.com//restaurants/8l9AtbTpgp
214,빈브라더스,"
3.6
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 3F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/v7lUz7MziM
215,강촌숯불닭갈비,"
3.6
",서울특별시 구로구 공원로6나길 35-2,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/3RlZYRoqrx
216,데일리 스위츠,"
3.6
",서울특별시 구로구 중앙로 9,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/PHodoNDSV-wW
217,최우영스시,"
3.6
",서울특별시 구로구 디지털로 288 대룡포스트타워1차,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/XaRaMjlNvZ
218,쉐라톤디큐브시티 로비라운지바,"
3.5
",서울특별시 구로구 경인로 662 쉐라톤서울 디큐브시티호텔 41F,"
칵테일 / 와인
",4만원 이상,https://www.mangoplate.com//restaurants/5W6BVvfMn-
219,메이비,"
3.4
",서울특별시 구로구 디지털로32나길 51,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/l-5w00C1l7
220,이춘복참치,"
3.4
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 3F,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/4EoW0JyMkt
221,바르미 샤브샤브,"
3.4
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 3F,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/o-NAFIbQe6W3
222,새벽집양곱창,"
3.4
",서울특별시 구로구 경인로61길 21,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/_pKHnId_WtIS
223,마포족발순대국,"
3.4
",서울특별시 구로구 경인로 661,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/gALa_NxfMeNx
224,라마노피자,"
3.3
",서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/bDGH8e7E62-T
225,신림춘천집,"
3.3
",서울특별시 구로구 디지털로32나길 17-23 102호,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/_yasaMotTUIR
226,신승반점,"
3.3
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 B2,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/MNDXTu3itDMQ
227,말뚝곱창,"
3.2
",서울특별시 구로구 시흥대로 571 부호빌딩,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/BUwt6E9g7V
228,삿뽀로,"
3.2
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 5F,"
정통 일식 / 일반 일식
",2만원-3만원,https://www.mangoplate.com//restaurants/oh16BeTDDZEN
229,비밀시그니쳐,"
3.1
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 6F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/8bqAUQb96Z5S
230,갓파스시,"
3.1
",서울특별시 구로구 디지털로 288,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/1B7TIrbO7C
231,백미당,"
3.1
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/vE4xpG7ENyuU
232,롤링핀,"
2.9
",서울특별시 구로구 경인로 661 111호,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/D91p5tMAm73Y
233,후와후와,"
2.8
",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 5F,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/XXMoayc6RPVP
234,에머이,최신 버전 앱,서울특별시 구로구 디지털로31길 12,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/PkP_KC5-ZpNg
235,고고즉석떡볶이,최신 버전 앱,서울특별시 구로구 경인로 661,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/JugmcVEkMP
236,춘자싸롱,"
                              4.7
                            ",서울특별시 구로구 디지털로32나길 11,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/KXlSndzlh8
237,새로이,최신 버전 앱,서울특별시 구로구 공원로6나길 29-1 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/wXlDgkn32yeG
238,소녀방앗간,최신 버전 앱,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 5F,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/7hezkgW80V
239,비어펍,최신 버전 앱,서울특별시 구로구 경인로47길 30,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/frJyZPFPfvv6
240,카페호즈,최신 버전 앱,서울특별시 구로구 개봉로3길 14 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/9omo9SHRh7uJ
241,깐부치킨,최신 버전 앱,서울특별시 구로구 경인로 661 신도림1차푸르지오,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/wP_OnfxVt3zL
242,밀앤비스트로,최신 버전 앱,서울특별시 구로구 도림로12길 20,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/_2vQt1cmW-8u
243,한판소갈비,최신 버전 앱,서울특별시 구로구 디지털로32다길 26,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/R_zsjw8iHn
244,101번지남산돈까스,최신 버전 앱,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 B1,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/kwUC2xLD8mGj
245,스쿰빗33,최신 버전 앱,서울특별시 구로구 새말로 102 포스빌 지하 112호,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/kk2hD68wbWmo
246,아빠의 바게트,최신 버전 앱,서울특별시 구로구 천왕로 56,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/1hZzCoztVLNr
247,한라참치,최신 버전 앱,서울특별시 구로구 경인로47길 48 1F,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/zfrPuAsv_PfW
248,입춘,최신 버전 앱,서울특별시 구로구 디지털로35길 41 1F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/8kA_aLv0rd96
249,고창국수,최신 버전 앱,서울특별시 구로구 디지털로33길 48 대륭포스트타워7차,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/URtC2gAtL-J1
250,찬장,"
                              4.1
                            ",서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 B2,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/NyXLyk7pFUPj
251,교대이층집,최신 버전 앱,서울특별시 구로구 경인로 661 푸르지오1차 상가 242호,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/iHF8uDVba_Jv
252,등촌샤브칼국수,최신 버전 앱,서울특별시 구로구 구로중앙로 57,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/91giY6QuDj
253,마피아피자펍,최신 버전 앱,서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차 B102호,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/AT7fT2E7BGZ3
254,라크라센타,최신 버전 앱,서울특별시 구로구 가마산로 242 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/2YTw356tk63z
255,카페라라,최신 버전 앱,서울특별시 구로구 경인로 624 라마다서울 신도림 호텔,"
뷔페
",3만원-4만원,https://www.mangoplate.com//restaurants/ZgLS_vCTxCzo
256,백채 김치찌개,최신 버전 앱,서울특별시 구로구 경인로 661,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/5DeEbQo5yAeh
257,육식예찬,최신 버전 앱,서울특별시 구로구 디지털로32나길 17-19,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/bXqPF2mE-_Rg
258,봉추찜닭,최신 버전 앱,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 6F,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/72AS02sObB
259,은행나무손칼국수,최신 버전 앱,서울특별시 구로구 디지털로27가길 3-3,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/ZertLvR-_s
260,경식이네,최신 버전 앱,서울특별시 구로구 시흥대로163길 16,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/gPYx_ayzCxEE
261,아씨펍,최신 버전 앱,서울특별시 구로구 새말로 102 신도림포스빌,"
치킨 / 호프 / 펍
",만원 미만,https://www.mangoplate.com//restaurants/ufWW_2_jHavP
262,칠리엔,최신 버전 앱,서울특별시 구로구 디지털로 288 대륭 포스트타워1차 B1,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/U9u_WlxT0RRL
263,태백산보신탕,최신 버전 앱,서울특별시 구로구 디지털로32길 97-9,"
탕 / 찌개 / 전골
",,https://www.mangoplate.com//restaurants/Awsign-aPD
264,스시메이진,최신 버전 앱,서울특별시 구로구 디지털로 300 지밸리비즈플라자 2F,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/Qgvl-eI2h7
265,스시웨이,최신 버전 앱,서울특별시 구로구 경인로67길 23,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/9HqPrgRWd8
266,파파비,최신 버전 앱,서울특별시 구로구 개봉로17길 18 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/gTtDoUOxFeJD
267,청해진수산,최신 버전 앱,서울특별시 구로구 새말로 36,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/qGxYd9C3ZGDM
268,아이덴티티커피랩,최신 버전 앱,서울특별시 구로구 구로중앙로 152  NC신구로점 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/LM4LzEKmxMVQ
269,이름없는가게,최신 버전 앱,서울특별시 구로구 개봉로1나길 52,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/uLqxyAiE8B
270,폴바셋,최신 버전 앱,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 5F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/LgExHcx95O
271,맛찬들왕소금구이,최신 버전 앱,서울특별시 구로구 디지털로32나길 51,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/hi5SXCW12-L_
272,경성양꼬치,최신 버전 앱,서울특별시 구로구 디지털로32나길 15,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/Nlr8zCpAwtk8
273,멘무샤,최신 버전 앱,서울특별시 구로구 디지털로 288,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/9Zd8iO0AX3
274,이야초밥,최신 버전 앱,서울특별시 구로구 공원로 40 쌍용플래티넘노블 상가 1F,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/Zk0B-IguNnGa
275,이미커피,"
                              4.6
                            ",서울특별시 구로구 디지털로27길 116 101호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/fCGxusJqQXXG
276,고바우덩어리생고기,최신 버전 앱,서울특별시 구로구 부일로1길 9,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/6Ku8lSWyJtEN
277,봉고기,최신 버전 앱,서울특별시 구로구 경인로 619-3 1F,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/3jtsr2N-qs0X
278,호철네족발보쌈,최신 버전 앱,서울특별시 구로구 디지털로32길 97-39,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/A09zILM9l2wt
279,도네누,최신 버전 앱,서울특별시 구로구 경인로47길 22,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/88W-yPEnIp
280,제주회수산,최신 버전 앱,서울특별시 구로구 가마산로22길 11,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/hCakNjoz9Lq4
281,띵크커피,최신 버전 앱,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 B1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ru17O-rIsY
282,상하이포차,최신 버전 앱,서울특별시 구로구 새말로 102,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/LFsokBFllODb
283,뒤뜰,최신 버전 앱,서울특별시 구로구 안양천로539길 6 고척빌딩,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/_yTHh21mSXEF
284,행운의집,최신 버전 앱,서울특별시 구로구 경인로33길 72,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/SgKE5sf4jLNP
285,채선당,최신 버전 앱,서울특별시 구로구 디지털로32길 30,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/E37U-ckMl0
286,가원양꼬치,최신 버전 앱,서울특별시 구로구 구로중앙로34길 32,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/iZCkoiAzw0aN
287,생어거스틴,최신 버전 앱,서울특별시 구로구 디지털로 300 지밸리비즈플라자 2F,"
다국적 아시아 음식
",만원-2만원,https://www.mangoplate.com//restaurants/_k91PujFtdgH
288,빵굼터,최신 버전 앱,서울특별시 구로구 디지털로27길 124,"
베이커리
",,https://www.mangoplate.com//restaurants/NNb6kR8cod
289,고씨네,최신 버전 앱,서울특별시 구로구 디지털로 306 대륭포스트타워 2차 B1 133-2호,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/Oc_J-Py9s5rB
290,채선당,최신 버전 앱,서울특별시 구로구 가마산로 286,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/7ZqEyqNXBK
291,신승반점,최신 버전 앱,서울특별시 구로구 디지털로 300 지밸리비즈플라자 B1,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/oflqxaZdB5
292,레시피타운,최신 버전 앱,서울특별시 구로구 남부순환로97길 12 B1,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/0SAxEXViuTU1
293,골목길,최신 버전 앱,서울특별시 구로구 디지털로32나길 17-19,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/4FKF6oglwx
294,걸작떡볶이,최신 버전 앱,서울특별시 구로구 디지털로31길 12 태평양물산 1F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/p-FOmtkYtiNz
295,보나베띠,최신 버전 앱,서울특별시 구로구 디지털로 300 지밸리비즈플라자 2F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/ZsXlJ3ubbll4
296,화양가옥,최신 버전 앱,서울특별시 구로구 디지털로32나길 17-23 1F,"
퓨전 양식
",만원-2만원,https://www.mangoplate.com//restaurants/UxUB2_2boJIi
297,에이스커피,최신 버전 앱,서울특별시 구로구 경인로31길 84,만원 미만,,https://www.mangoplate.com//restaurants/6_5Ehho0o5ZA
298,주주네포차,최신 버전 앱,서울특별시 구로구 디지털로27길 64,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/_jm4DaghgTKU
299,투썸플레이스,최신 버전 앱,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/P0uf5SV3LL
300,홍대돈부리,최신 버전 앱,서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차 106호,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/dLhz_IaiS_
301,메이로드,최신 버전 앱,서울특별시 구로구 오류로 37,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/_QosLcgslki5
302,조선화로집,최신 버전 앱,서울특별시 구로구 경인로 572 스타팰리스 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/tedyt8p37T3S
303,구씨네매운집,최신 버전 앱,서울특별시 구로구 공원로6나길 17-2,"
닭 / 오리 요리
",만원 미만,https://www.mangoplate.com//restaurants/0xytRkRsCC3r
304,구영회참치앤초밥,최신 버전 앱,서울특별시 구로구 가마산로 229,"
회 / 스시
",3만원-4만원,https://www.mangoplate.com//restaurants/4FGNf4IwoG
305,05식당,최신 버전 앱,서울특별시 구로구 디지털로 288 대륭포스트타워1차 B119호,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/aEsAgUNQRC-h
306,카페몽글,최신 버전 앱,서울특별시 구로구 공원로6나길 29-17,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Wk9o8mlvDREZ
307,도르가마카롱,최신 버전 앱,서울특별시 구로구 고척로55길 22-9,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/jWwk-xG-Q3vw
308,만복영양솥밥,최신 버전 앱,서울특별시 구로구 구로중앙로19길 13,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/9xFaFnLeaWmA
309,헤비스테이크,최신 버전 앱,서울특별시 구로구 디지털로26길 110 1동 104호,"
스테이크 / 바베큐
",만원-2만원,https://www.mangoplate.com//restaurants/evl6Opbo1VYS
310,구삼이,최신 버전 앱,서울특별시 구로구 도림로14길 10,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Mab1CLsFvFh4
311,공사중A,최신 버전 앱,서울특별시 구로구 디지털로32나길 15,"
칵테일 / 와인
",만원-2만원,https://www.mangoplate.com//restaurants/hcUuD8e-t3ub
312,다트엔젤스,최신 버전 앱,서울특별시 구로구 새말로 89 태영빌딩,"
치킨 / 호프 / 펍
",만원 미만,https://www.mangoplate.com//restaurants/ML2xyMCkZEJa
313,우월소곱창,최신 버전 앱,서울특별시 구로구 경인로 631 1F,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/M_AvaDqUp4To
314,이게국수집,최신 버전 앱,서울특별시 구로구 디지털로32길 87,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/KpKYMizVDiY0
315,실크로드,최신 버전 앱,서울특별시 구로구 경인로 398,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/1YWx2hjgrN
316,청담이상,최신 버전 앱,서울특별시 구로구 경인로 661 신도림1차 푸르지오 1F 122호,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/CAXfDKplk527
317,써드포지션,최신 버전 앱,서울특별시 구로구 개봉로24길 42,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/orl4xZmCz1PZ
318,해초랑,최신 버전 앱,서울특별시 구로구 디지털로 288 대륭포스트타워1차,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/ry30btm5IBzM
319,정식당,최신 버전 앱,서울특별시 구로구 디지털로26길 123 디지털타워 101호,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/uRLpQYZdpPuu
320,까페봉주르마담,최신 버전 앱,서울특별시 구로구 오리로 1316 용마빌딩 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/eP63JJqust
321,돌참치,최신 버전 앱,서울특별시 구로구 디지털로31길 41 EC드림타워6차 203호,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/1SHo0RzRdW5T
322,준초밥참치,최신 버전 앱,서울특별시 구로구 공원로 27 대림역대성스카이렉스,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/T537b3bCMReP
323,시골통돼지볶음,최신 버전 앱,서울특별시 구로구 시흥대로163길 20,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/fvYIM3M_Fp3E
324,종가집,최신 버전 앱,서울특별시 구로구 디지털로 272 한신아이티타워,"
기타 한식
",,https://www.mangoplate.com//restaurants/5bAcwiVjDf
