,이름,평점,주소,좌표,구
1039,홍도야빈대떡,4.1,서울특별시 동대문구 제기로 11-1 1F,"(37.586617, 127.0343244)",동대문구
1040,특별식당,3.8,서울특별시 동대문구 제기로2길 15,"(37.5857415, 127.0333688)",동대문구
1041,발리하이,3.8,서울특별시 동대문구 제기로2길 15 1F,"(37.5857415, 127.0333688)",동대문구
1042,카페 대즐링,3.9,서울특별시 동대문구 제기로2길 29,"(37.5856281, 127.0341572)",동대문구
1043,미뇽,4.1,서울특별시 동대문구 제기로2길 4 2F,"(37.586095, 127.0329747)",동대문구
1044,일곱평,3.5,서울특별시 동대문구 제기로5길 28,"(37.5875935, 127.035067)",동대문구
1045,칠기마라탕,3.9,서울특별시 동대문구 제기로5길 35,"(37.5879422, 127.0351848)",동대문구
1046,형제집,-,서울특별시 동대문구 제기로6길 14-2,"(37.5859344, 127.0342585)",동대문구
1047,자연밥상,3.5,서울특별시 동대문구 천장산로 42,"(37.599583, 127.0576395)",동대문구
1048,돈부리청년,3.5,서울특별시 동대문구 천장산로4길 42,"(37.5990121, 127.058128)",동대문구
1049,커피디엔에이로스팅컴퍼니,3.9,서울특별시 동대문구 천장산로4길 48 1F,"(37.59898, 127.0578362)",동대문구
1050,식닷컴,3.7,서울특별시 동대문구 천장산로4길 8,"(37.5983531, 127.0597795)",동대문구
1051,카빙당,3.7,서울특별시 동대문구 천장산로7길 29 J.S빌딩,"(37.5235413, 127.0457141)",동대문구
1052,수퍼보울,4.0,서울특별시 동대문구 천장산로7길 36 1F 101호,"(37.5983364, 127.0557675)",동대문구
1053,치보,3.8,서울특별시 동대문구 천장산로9길 3,"(37.5990701, 127.057501)",동대문구
1054,카페림,-,서울특별시 동대문구 천호대로27길 8-2,"(37.5744441, 127.0374364)",동대문구
1055,시카고커리,3.6,서울특별시 동대문구 천호대로31길 23,"(37.5746176, 127.040707)",동대문구
1056,비바라비다,-,서울특별시 동대문구 천호대로81길 32 1F,"(37.5636722, 127.0645576)",동대문구
1057,대가참치,-,서울특별시 동대문구 천호대로85길 11,"(37.562584, 127.0660743)",동대문구
1058,항방양육관,-,서울특별시 동대문구 천호대로85길 21-1,"(37.5630677, 127.0662811)",동대문구
1059,장안설렁탕,-,서울특별시 동대문구 천호대로89길 3,"(37.562078, 127.0679449)",동대문구
1060,빈이네곱창,-,서울특별시 동대문구 하정로3길 6,"(37.5755783, 127.0261948)",동대문구
1061,미스사이공,-,서울특별시 동대문구 한빛로 1,"(37.5767021, 127.0239166)",동대문구
1062,King수제만두,4.5,서울특별시 동대문구 한빛로 3,"(37.5765196, 127.0240938)",동대문구
1063,대흥설농탕,4.2,서울특별시 동대문구 한천로 60,"(37.56694590000001, 127.062547)",동대문구
1064,인우초밥,-,서울특별시 동대문구 한천로11길 61-5,"(37.5671184, 127.0585196)",동대문구
1065,엔토츠야,-,서울특별시 동대문구 한천로26길 48-12 듀펠센터 B1,"(37.5386714, 126.9887596)",동대문구
1066,홍능족발,                              4.6                            ,서울특별시 동대문구 홍릉로 20,"(37.5871587, 127.0439879)",동대문구
1067,광주식당,3.6,서울특별시 동대문구 홍릉로1길 21-6,"(37.5805697, 127.0436807)",동대문구
1068,스시코야,-,서울특별시 동대문구 황물로 42  1F,"(37.5732855, 127.0462213)",동대문구
1069,파델라,3.7,서울특별시 동대문구 회기로 106 1F,"(37.5913545, 127.0482906)",동대문구
1070,시키카츠,4.7,서울특별시 동대문구 회기로 110,"(37.5913593, 127.0486562)",동대문구
1071,알로카시아인더테라스,3.5,서울특별시 동대문구 회기로 111,"(37.5916245, 127.048919)",동대문구
1072,산해관,4.2,서울특별시 동대문구 회기로 116,"(37.5913273, 127.0493813)",동대문구
1073,오관스시,4.0,서울특별시 동대문구 회기로 121,"(37.5915679, 127.0500554)",동대문구
1074,비하인드미,3.6,서울특별시 동대문구 회기로 125,"(37.591587, 127.0505228)",동대문구
1075,스타동,3.6,서울특별시 동대문구 회기로 127,"(37.591566, 127.0507133)",동대문구
1076,코지인무르무르,3.2,서울특별시 동대문구 회기로 139 2F,"(37.5914371, 127.0519481)",동대문구
1077,더테이블,-,서울특별시 동대문구 회기로 14 1F,"(37.5910309, 127.0377165)",동대문구
1078,멍군집,3.9,서울특별시 동대문구 회기로 148-4,"(37.5912389, 127.0526255)",동대문구
1079,스시고이,4.0,서울특별시 동대문구 회기로 148-5,"(37.5911122, 127.052772)",동대문구
1080,규범곱창,-,서울특별시 동대문구 회기로 156,"(37.59089609999999, 127.0533534)",동대문구
1081,회기왕족발보쌈,4.3,서울특별시 동대문구 회기로 158,"(37.5907943, 127.0534668)",동대문구
1082,양자호떡,3.9,서울특별시 동대문구 회기로 161 1F,"(37.5907754, 127.054032)",동대문구
1083,컴투레스트,3.6,서울특별시 동대문구 회기로 161-11,"(37.59117579999999, 127.0541878)",동대문구
1084,카페몰로,3.6,서울특별시 동대문구 회기로 163 1F,"(37.590835, 127.0543868)",동대문구
1085,큐큐면관,3.5,서울특별시 동대문구 회기로 189,"(37.5900848, 127.0568014)",동대문구
1086,언차일드,3.7,서울특별시 동대문구 회기로 194,"(37.589808, 127.0573393)",동대문구
1087,솔낭구,3.8,서울특별시 동대문구 회기로13길 11,"(37.5920377, 127.0507798)",동대문구
1088,호랭이양식당,3.5,서울특별시 동대문구 회기로13길 24,"(37.5925206, 127.0512096)",동대문구
1089,79번지국수집,4.0,서울특별시 동대문구 회기로13길 25,"(37.59263929999999, 127.0509567)",동대문구
1090,여기가좋겠네,3.7,서울특별시 동대문구 회기로19길 18,"(37.5922964, 127.0530242)",동대문구
1091,17,3.8,서울특별시 동대문구 회기로21길 22,"(37.5923208, 127.053375)",동대문구
1092,고깃집도훈,4.0,서울특별시 동대문구 회기로21길 29,"(37.59267930000001, 127.0531315)",동대문구
1093,카페 비반트,3.7,서울특별시 동대문구 회기로21길 33,"(37.5927688, 127.052948)",동대문구
1094,Coffee Methodz,3.9,서울특별시 동대문구 회기로21길 34,"(37.5928673, 127.0530985)",동대문구
1095,진키친,3.5,서울특별시 동대문구 회기로21길 8 1F,"(37.5917745, 127.0532358)",동대문구
1096,치맥파이브,3.9,서울특별시 동대문구 회기로21길 8-6 1F,"(37.5915641, 127.0532906)",동대문구
1097,모두랑,-,서울특별시 동대문구 회기로23가길 20,"(37.5920541, 127.0542819)",동대문구
1098,그릭데이,3.9,서울특별시 동대문구 회기로23가길 22 1F,"(37.5921806, 127.0543143)",동대문구
1099,하마 쌀국수,3.8,서울특별시 동대문구 회기로25길 16,"(37.5908565, 127.0552686)",동대문구
1100,제이비파스타,3.4,서울특별시 동대문구 회기로25길 18,"(37.5909317, 127.0554398)",동대문구
1101,장군집,3.8,서울특별시 동대문구 회기로25길 23-5,"(37.59108519999999, 127.0553631)",동대문구
1102,레알라면,4.0,서울특별시 동대문구 회기로25길 23-5,"(37.59108519999999, 127.0553631)",동대문구
1103,차칸스시,3.6,서울특별시 동대문구 회기로25길 52 1F,"(37.5919543, 127.0566668)",동대문구
1104,언니네함바그,4.0,서울특별시 동대문구 회기로25길 59 1F,"(37.5923829, 127.0567372)",동대문구
1105,홍곱창,3.7,서울특별시 동대문구 회기로25길 60,"(37.5923112, 127.0569012)",동대문구
1106,알로하올라,4.1,서울특별시 동대문구 회기로26길 26,"(37.590406, 127.0536959)",동대문구
1107,아키엠커피,-,서울특별시 동대문구 회기로8길 13 웰섬빌딩,"(37.5908034, 127.0400471)",동대문구
1108,돼랑이우랑이,4.0,서울특별시 동대문구 휘경로 31-1,"(37.5951011, 127.0635097)",동대문구
1109,베이크어데이,3.9,서울특별시 동대문구 휘경로 3-13 윤산빌딩 1F,"(37.596824, 127.0609074)",동대문구
1110,영화장,4.2,서울특별시 동대문구 휘경로 3-8,"(37.5965358, 127.0609302)",동대문구
1111,본가할머니보쌈,3.8,서울특별시 동대문구 휘경로 6-7,"(37.5957612, 127.0607395)",동대문구
1112,뽀르뚜아,3.4,서울특별시 동대문구 휘경로 9,"(37.596117, 127.0615221)",동대문구
1113,이상한떡볶이집,4.1,서울특별시 동대문구 휘경로2가길 6,"(37.595286, 127.0611407)",동대문구
1114,메이크샐러드,3.9,서울특별시 동대문구 휘경로2길 16 1F,"(37.5953476, 127.0606236)",동대문구
1115,아임파이,3.9,서울특별시 동대문구 휘경로2길 35,"(37.5946415, 127.0602078)",동대문구
1116,고소운,3.6,서울특별시 동대문구 휘경로2길 4 B1,"(37.5957969, 127.0609203)",동대문구
1117,르안타이,3.7,서울특별시 동대문구 휘경로2길 40,"(37.59443419999999, 127.0599681)",동대문구
1118,39돈가스,3.4,서울특별시 동대문구 휘경로2길 5-2,"(37.5955963, 127.0610813)",동대문구
1119,도란도란야채곱창,3.4,서울특별시 동대문구 휘경로2길 5-7,"(37.5955678, 127.0614509)",동대문구
1120,허브영양족발,3.5,서울특별시 동대문구 휘경로3길 11-2,"(37.59595220000001, 127.0624301)",동대문구
1121,채홍,3.3,서울특별시 동작구 강남초등길 24,"(37.5050833, 126.9519603)",동작구
1122,키친502 (휴업중),-,서울특별시 동작구 국사봉길 30,"(37.4978796, 126.9293738)",동작구
1123,시간을 들이다,3.5,서울특별시 동작구 국사봉길 37 1F,"(37.4978443, 126.9298504)",동작구
1124,72420,3.2,서울특별시 동작구 남부순환로269길 13,"(37.4773472, 126.9781787)",동작구
1125,가마솥손두부,4.3,서울특별시 동작구 남부순환로271길 20,"(37.4776952, 126.9801819)",동작구
1126,빈빈양꼬치,3.8,서울특별시 동작구 남부순환로271길 31,"(37.4781779, 126.9799447)",동작구
1127,신남도수산,-,서울특별시 동작구 노들로 674,"(37.5144828, 126.9370209)",동작구
1128,김씨마구로,                              4.6                            ,서울특별시 동작구 노들로 674,"(37.5144828, 126.9370209)",동작구
1129,당진수산,3.9,서울특별시 동작구 노들로 674,"(37.5144828, 126.9370209)",동작구
1130,부산자갈치,-,서울특별시 동작구 노들로 674 128호,"(37.5144828, 126.9370209)",동작구
1131,해태기아,-,서울특별시 동작구 노들로 674 노량진수산시장 1F 활어 33호,"(37.5152131, 126.9408624)",동작구
1132,전라도회양념,-,서울특별시 동작구 노들로 674 노량진수산시장 2F 16호,"(37.5152131, 126.9408624)",동작구
1133,일성수산,4.1,서울특별시 동작구 노들로 688,"(37.5150948, 126.9443784)",동작구
1134,전라상회,4.3,서울특별시 동작구 노들로 688 노량진 수산물도매시장  1F 활어-161,"(37.5152131, 126.9408624)",동작구
1135,광주무등산,-,서울특별시 동작구 노들로 688 노량진수산시장,"(37.5152131, 126.9408624)",동작구
1136,형제상회,4.4,서울특별시 동작구 노들로 688 노량진수산시장 1F 활어-172,"(37.5152131, 126.9408624)",동작구
1137,청양수산,4.1,서울특별시 동작구 노들로 688 노량진수산시장 고급 28호,"(37.5152131, 126.9408624)",동작구
1138,다독이네 숯불구이,4.3,서울특별시 동작구 노량진로 106-5 1F,"(37.51292, 126.9377805)",동작구
1139,몽소베이커리앤카페,                              4.5                            ,서울특별시 동작구 노량진로 132,"(37.5133065, 126.9405871)",동작구
1140,오가네팬케이크,3.7,서울특별시 동작구 노량진로 187,"(37.5136289, 126.9469158)",동작구
1141,빕스,-,서울특별시 동작구 노량진로 2,"(37.5121805, 126.9257502)",동작구
1142,취복루,-,서울특별시 동작구 노량진로 96 오투원룸텔,"(37.51307020000001, 126.9363498)",동작구
1143,오꼬노미스토리,4.4,서울특별시 동작구 노량진로10길 27,"(37.5121259, 126.9376493)",동작구
1144,달콤쌉싸롱,3.1,서울특별시 동작구 노량진로12길 12-4,"(37.5128371, 126.9381844)",동작구
1145,전티마이베트남쌀국수,3.5,서울특별시 동작구 노량진로16길 28 B1,"(37.5123399, 126.9438301)",동작구
1146,와플스,4.0,서울특별시 동작구 노량진로16길 28-2 1F,"(37.5123399, 126.9438301)",동작구
1147,브레드숨,4.0,서울특별시 동작구 노량진로18길 37 1F,"(37.5123243, 126.9517867)",동작구
1148,야마레치에티오피아,3.4,서울특별시 동작구 노량진로8길 52 B1,"(37.5122316, 126.9380844)",동작구
1149,등나무집,4.0,서울특별시 동작구 대림로 52,"(37.4881659, 126.9078674)",동작구
1150,폼드팡베이커리,3.6,서울특별시 동작구 동작대로 119,"(37.487267, 126.9818565)",동작구
1151,신사,3.7,서울특별시 동작구 동작대로 129 이호빌딩 4F,"(37.4882573, 126.9818578)",동작구
1152,라시에스타,3.6,서울특별시 동작구 동작대로 21 양지빌딩 6F,"(37.47840679999999, 126.9813606)",동작구
1153,미스피츠,3.9,서울특별시 동작구 동작대로17길 5 1F,"(37.4825475, 126.9811392)",동작구
1154,낙성곱창,3.6,서울특별시 동작구 동작대로19길 60,"(37.4835812, 126.9783493)",동작구
1155,페니힐스커피스테이션,4.4,서울특별시 동작구 동작대로1길 10-14 1F,"(37.4778552, 126.9809814)",동작구
1156,긴자료코,-,서울특별시 동작구 동작대로1길 30,"(37.4773288, 126.9796996)",동작구
1157,현고대닭발,4.2,서울특별시 동작구 동작대로23길 25,"(37.48404480000001, 126.9802833)",동작구
1158,스시로로,4.1,서울특별시 동작구 동작대로23길 29 1F,"(37.484054, 126.9800944)",동작구
1159,육촌,-,서울특별시 동작구 동작대로25길 13,"(37.4862215, 126.9811945)",동작구
1160,막걸리학교,3.9,서울특별시 동작구 동작대로25길 41,"(37.4852914, 126.9802313)",동작구
1161,마왕족발,4.0,서울특별시 동작구 동작대로25길 43,"(37.4852066, 126.9801104)",동작구
1162,탭하우스어반,-,서울특별시 동작구 동작대로25길 46,"(37.4853298, 126.9799832)",동작구
1163,일상다반사,3.8,서울특별시 동작구 동작대로25길 60-1,"(37.4847087, 126.9793245)",동작구
1164,토리고야,-,서울특별시 동작구 동작대로27가길 31,"(37.48612600000001, 126.9811935)",동작구
1165,라화방,3.6,서울특별시 동작구 동작대로27길 22 2F,"(37.4876421, 126.9806347)",동작구
1166,디피스트,4.0,서울특별시 동작구 동작대로27길 31 2F,"(37.487352, 126.9802135)",동작구
1167,팬쿡,3.7,서울특별시 동작구 동작대로27길 34,"(37.4875511, 126.9801045)",동작구
1168,방배김밥,3.7,서울특별시 동작구 동작대로27길 59-16,"(37.4880877, 126.9783943)",동작구
1169,오센,3.8,서울특별시 동작구 동작대로27나길 8,"(37.4871471, 126.980698)",동작구
1170,애플하우스,3.9,서울특별시 동작구 동작대로27다길 29 2F,"(37.4862393, 126.9806459)",동작구
1171,쿠킨스테이크하우스,-,서울특별시 동작구 동작대로27다길 44,"(37.4855933, 126.9802329)",동작구
1172,호우양꼬치,3.7,서울특별시 동작구 동작대로27다길 9,"(37.4871451, 126.980568)",동작구
1173,경성모밀,3.9,서울특별시 동작구 동작대로29가길 6,"(37.4882284, 126.9814285)",동작구
1174,정애맛담,3.9,서울특별시 동작구 동작대로29나길 10 남성사계시장,"(37.4890208, 126.9805799)",동작구
1175,홍콩참치만두,3.7,서울특별시 동작구 동작대로29나길 35,"(37.4896278, 126.9806032)",동작구
1176,정작가의 막걸리집,4.3,서울특별시 동작구 동작대로33가길 5 1F,"(37.4896817, 126.9816315)",동작구
1177,오다가다,4.1,서울특별시 동작구 동작대로35길 10,"(37.4909312, 126.981809)",동작구
1178,초와밥,4.2,서울특별시 동작구 동작대로5길 8,"(37.4790898, 126.9809906)",동작구
1179,아는포차,3.9,서울특별시 동작구 동작대로7길 10,"(37.4799639, 126.9810059)",동작구
1180,사당 토방소곱창,-,서울특별시 동작구 동작대로7길 11,"(37.4797927, 126.9809042)",동작구
1181,전주전집,3.8,서울특별시 동작구 동작대로7길 19,"(37.4796201, 126.9806284)",동작구
1182,미소네,-,서울특별시 동작구 동작대로7길 32,"(37.4792883, 126.9801953)",동작구
